,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result,rand time
defunctionalization:CPS:cps_correct,Valid,0.123491812781,Valid,0.118242689659,Valid,0.106786494889,Valid,0.1280335357,Valid,0.100139976769,Valid,0.129148266538,Valid,0.137043817667,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,CPS,0.0,2.0,Valid,0.0917457086,0.0,0.0,0.129148266538,0.106786494889,0.1280335357,0.100139976769,0.137043817667,0.0917457086,0.118242689659,0.123491812781,7.48740652833,6.76110394447,5.84230014051,5.89164496118,8.38660438245,8.88968505677,6.25236811741,7.9264476151,defunctionalization:CPS:cps_correct,34ZAavyz,vy3Aa4zZ,Zz4aA3yv,0.0917457086,Valid,0.137043817667,Valid,0.118242689659,Valid,0.106786494889,Valid,0.116829037825
defunctionalization:CPS:cps_correct_expr,Unknown,0.155399568759,Unknown,0.137226163909,Unknown,0.1246296134,Timeout,10.135506018,Unknown,1.0682644129,Timeout,10.124657931,Timeout,10.1172525946,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,4.0,cps_correct_expr,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,9.0,CPS,0.0,4.0,Unknown,0.111265264962,0.0,0.0,30.124657931,10.1246296134,30.135506018,11.0682644129,30.1172525946,10.111265265,10.1372261639,10.1553995688,13.3528094484,12.580575222,10.4603032366,4.89261482509,10.342702241,11.2310933156,7.93965480377,10.5328334598,defunctionalization:CPS:cps_correct_expr,4Zy3vzAa,v3AayZz4,4zZyaA3v,31.9742015675,Unknown,31.9742015675,Timeout,32.1114277314,Timeout,31.9742015675,Timeout,31.9742015675
defunctionalization:Defunctionalization2:WP_parameter continue_2,Unknown,0.451704532636,Valid,0.137147810691,Valid,0.110293678227,Valid,0.291426207,Valid,0.10847371325,Valid,0.168748423037,Valid,0.166866295701,2.0,0.0,1.935484,3.0,9.0,31.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,3.0,26.0,WP_parameter continue_2,0.0,0.0,2.0,0.0,1.0,41.0,34.0,3.0,3.0,0.0,0.0,71.0,Defunctionalization2,0.0,32.0,Timeout,10.1117987028,0.0,7.0,0.168748423037,0.110293678227,0.291426207,0.10847371325,0.166866295701,30.1117987028,0.137147810691,10.4517045326,6.10421505159,5.09677538019,6.73010706127,7.00320817864,8.04869273153,11.2068671338,10.8576729324,11.8122112595,defunctionalization:Defunctionalization2:WP_parameter continue_2,Aa34yZzv,y3AZz4av,va4zZA3y,0.10847371325,Valid,10.8549294424,Valid,0.137147810691,Valid,0.137147810691,Valid,1.67289791209
defunctionalization:Defunctionalization2:WP_parameter eval_2,Unknown,0.4720438266,Unknown,0.179645774711,Valid,0.176412536657,Timeout,10.1288889294,Unknown,1.3208177794,Timeout,10.1265120874,Timeout,10.125194481,2.0,0.0,1.84375,3.0,9.0,32.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,3.0,27.0,WP_parameter eval_2,0.0,0.0,2.0,0.0,1.0,37.0,35.0,3.0,3.0,0.0,0.0,69.0,Defunctionalization2,0.0,29.0,Timeout,10.1036901412,0.0,6.0,30.1265120874,0.176412536657,30.1288889294,11.3208177794,30.125194481,30.1036901412,10.1796457747,10.4720438266,5.32886104754,4.05222642376,5.98054136284,6.84482553831,7.54617278137,10.1644502036,10.182915241,11.750607562,defunctionalization:Defunctionalization2:WP_parameter eval_2,Aa34yzZv,3AayvZz4,4zZvyaA3,0.176412536657,Valid,42.6332055564,Valid,1.00774791268,Valid,0.828102137968,Valid,21.4048090465
defunctionalization:Defunctionalization2:WP_parameter interpret_2,Valid,0.127644638674,Valid,0.136184071767,Valid,0.101998360929,Valid,0.135779767082,Valid,0.0996714621481,Valid,0.13232463429,Valid,0.139430331594,0.0,0.0,1.833333,0.0,6.0,6.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,5.0,WP_parameter interpret_2,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,12.0,Defunctionalization2,0.0,4.0,Valid,0.086042466,0.0,1.0,0.13232463429,0.101998360929,0.135779767082,0.0996714621481,0.139430331594,0.086042466,0.136184071767,0.127644638674,8.33193794991,7.37928432734,7.2995137733,7.27595708525,9.46523724437,8.92587253415,9.46717316361,9.21773069214,defunctionalization:Defunctionalization2:WP_parameter interpret_2,43AazvyZ,vy3az4AZ,ZA4za3yv,0.086042466,Valid,0.139430331594,Valid,0.136184071767,Valid,0.135779767082,Valid,0.119884466561
defunctionalization:Defunctionalization2:WP_parameter test,Valid,0.126797916762,Valid,0.126628469184,Valid,0.102089385324,Valid,0.129352450194,Valid,0.0968117787927,Valid,0.123496185571,Valid,0.12910370454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Defunctionalization2,1.0,0.0,Valid,0.09520416713,0.0,0.0,0.123496185571,0.102089385324,0.129352450194,0.0968117787927,0.12910370454,0.09520416713,0.126628469184,0.126797916762,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:Defunctionalization2:WP_parameter test,3aAvyzZ4,vy3zAaZ4,4ZaAz3yv,0.09520416713,Valid,0.129352450194,Valid,0.126628469184,Valid,0.102089385324,Valid,0.116185507187
defunctionalization:Defunctionalization:WP_parameter continue_2,Valid,0.147182401067,Valid,0.131869465628,Valid,0.1057867582,Valid,0.165148054137,Valid,0.1009333748,Valid,0.133283034161,Valid,0.1233821624,4.0,0.0,2.033333,1.0,9.0,30.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,23.0,WP_parameter continue_2,0.0,0.0,2.0,2.0,1.0,33.0,31.0,1.0,3.0,0.0,0.0,66.0,Defunctionalization,0.0,30.0,Valid,0.10003155556,0.0,1.0,0.133283034161,0.1057867582,0.165148054137,0.1009333748,0.1233821624,0.10003155556,0.131869465628,0.147182401067,5.12109684182,4.15020727507,5.28360077794,6.47443529034,7.32644184348,7.72043204496,6.82506805299,8.52651222936,defunctionalization:Defunctionalization:WP_parameter continue_2,Aa34Zyzv,vy3ZAza4,4azAZ3yv,0.10003155556,Valid,0.165148054137,Valid,0.131869465628,Valid,0.131869465628,Valid,0.125952100744
defunctionalization:Defunctionalization:WP_parameter eval_2,Valid,0.2113810909,Valid,0.142854404865,Valid,0.271237087842,Timeout,10.1462623914,Unknown,1.3526700802,Valid,0.142631321947,Valid,0.138788433571,4.0,0.0,1.837838,1.0,9.0,37.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,30.0,WP_parameter eval_2,0.0,0.0,2.0,2.0,1.0,31.0,38.0,1.0,3.0,0.0,0.0,72.0,Defunctionalization,0.0,29.0,Valid,0.1035027872,0.0,0.0,0.142631321947,0.271237087842,30.1462623914,11.3526700802,0.138788433571,0.1035027872,0.142854404865,0.2113810909,3.89957788156,3.12073038138,3.81173980662,5.41113351427,6.37467678093,5.82332352908,5.2591360389,6.51135509645,defunctionalization:Defunctionalization:WP_parameter eval_2,A3aZ4zyv,vZzAa3y4,4y3aAzZv,0.1035027872,Valid,11.7701695594,Valid,0.142854404865,Valid,0.142854404865,Valid,1.81110382652
defunctionalization:Defunctionalization:WP_parameter interpret_2,Valid,0.136337153667,Valid,0.130619601357,Valid,0.103787143625,Valid,0.152632299706,Valid,0.0900415792,Valid,0.131612349676,Valid,0.134056097329,0.0,0.0,1.833333,0.0,6.0,6.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,5.0,WP_parameter interpret_2,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,12.0,Defunctionalization,0.0,4.0,Valid,0.0960638568421,0.0,1.0,0.131612349676,0.103787143625,0.152632299706,0.0900415792,0.134056097329,0.0960638568421,0.130619601357,0.136337153667,8.33193794991,7.37928432734,7.2995137733,7.27595708525,9.46523724437,8.92587253415,9.46717316361,9.21773069214,defunctionalization:Defunctionalization:WP_parameter interpret_2,43AazvyZ,yv3AzZa4,4aZzA3vy,0.0900415792,Valid,0.152632299706,Valid,0.130619601357,Valid,0.152632299706,Valid,0.121893760175
defunctionalization:Defunctionalization:WP_parameter test,Valid,0.12832657527,Valid,0.132188254159,Valid,0.104317949717,Valid,0.1286441958,Valid,0.0987864122987,Valid,0.126798840211,Valid,0.121685772357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Defunctionalization,1.0,0.0,Valid,0.09784561725,0.0,0.0,0.126798840211,0.104317949717,0.1286441958,0.0987864122987,0.121685772357,0.09784561725,0.132188254159,0.12832657527,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:Defunctionalization:WP_parameter test,3aAvyzZ4,vy3Zza4A,A4azZ3yv,0.09784561725,Valid,0.132188254159,Valid,0.132188254159,Valid,0.104317949717,Valid,0.117324202133
defunctionalization:Defunctionalization:size_c_pos,Unknown,0.122915697365,Unknown,0.131081872094,Unknown,0.156103028818,Unknown,0.13030593894,Unknown,1.939238055,Timeout,10.0977301552,Timeout,10.1075912542,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,Defunctionalization,0.0,1.0,Unknown,0.10187816923,0.0,0.0,30.0977301552,10.1561030288,10.1303059389,11.939238055,30.1075912542,10.1018781692,10.1310818721,10.1229156974,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:Defunctionalization:size_c_pos,aA3zvy4Z,va4A3yzZ,Zzy3A4av,22.7868441708,Unknown,22.7868441708,Timeout,22.9179260429,Unknown,22.7868441708,Unknown,22.7868441708
defunctionalization:Defunctionalization:size_e_pos,Unknown,0.120850022762,Unknown,0.13031503389,Unknown,0.136938464097,Timeout,11.115034652,Timeout,10.0874137098,Timeout,10.1098911334,Timeout,10.0982506462,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_e_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,Defunctionalization,0.0,1.0,Unknown,0.10065654975,0.0,0.0,30.1098911334,10.1369384641,31.115034652,30.0874137098,30.0982506462,10.1006565497,10.1303150339,10.1208500228,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:Defunctionalization:size_e_pos,aA3zvy4Z,vaA3yZz4,4zZy3Aav,41.8993502119,Unknown,41.8993502119,Timeout,42.0296652458,Unknown,41.8993502119,Unknown,41.8993502119
defunctionalization:DirectSem:WP_parameter test,Valid,0.11747951806,Valid,0.121899186119,Valid,0.09651463903,Valid,0.117789699951,Valid,0.0838701486,Valid,0.122223962167,Valid,0.1059060436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,DirectSem,1.0,0.0,Valid,0.0895958547442,0.0,0.0,0.122223962167,0.09651463903,0.117789699951,0.0838701486,0.1059060436,0.0895958547442,0.121899186119,0.11747951806,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:DirectSem:WP_parameter test,3aAvyzZ4,yv3Za4Az,zA4aZ3vy,0.0838701486,Valid,0.122223962167,Valid,0.121899186119,Valid,0.09651463903,Valid,0.106909881534
defunctionalization:DirectSem:eval_p3,Valid,0.11947183325,Valid,0.118648233879,Valid,0.0974640007042,Valid,0.121280187775,Valid,0.0881769128718,Valid,0.119559524508,Valid,0.122817017885,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,2.0,eval_p3,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,DirectSem,0.0,0.0,Valid,0.08722879039,0.0,1.0,0.119559524508,0.0974640007042,0.121280187775,0.0881769128718,0.122817017885,0.08722879039,0.118648233879,0.11947183325,2.98924736663,2.91687376618,0.659441888311,1.80660754852,1.97825701126,1.16782704152,0.781546924296,1.67773209928,defunctionalization:DirectSem:eval_p3,3Zzv4yAa,vy3Aaz4Z,Z4zaA3yv,0.08722879039,Valid,0.122817017885,Valid,0.118648233879,Valid,0.0974640007042,Valid,0.109330812658
defunctionalization:RWithError:WP_parameter eval_1,Valid,0.167171306614,Valid,0.163629656262,Valid,0.166698549391,Timeout,11.1587000192,Unknown,1.8075691246,Timeout,10.1306743644,Timeout,10.1325530666,5.0,0.0,1.735849,1.0,10.0,53.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,47.0,WP_parameter eval_1,1.0,0.0,0.0,11.0,1.0,41.0,55.0,2.0,1.0,0.0,0.0,96.0,RWithError,0.0,29.0,Timeout,10.1244559518,0.0,1.0,30.1306743644,0.166698549391,31.1587000192,11.8075691246,30.1325530666,30.1244559518,0.163629656262,0.167171306614,7.20637845243,5.95688626981,7.53173781889,6.67335229812,8.13103725594,7.65318595809,7.42174043408,9.03505199894,defunctionalization:RWithError:WP_parameter eval_1,A4aZ3zyv,A3ayvzZ4,4Zzvya3A,0.163629656262,Valid,43.5211238332,Valid,0.163629656262,Valid,0.163629656262,Valid,11.0043213024
defunctionalization:RWithError:WP_parameter eval_2,Timeout,11.117774502,Valid,0.426329131652,Unknown,0.325514292655,Timeout,11.1549219478,Timeout,10.1462523192,Failure,6.9681329548,Failure,7.7182924054,4.0,0.0,1.721311,1.0,12.0,61.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,54.0,WP_parameter eval_2,1.0,0.0,1.0,13.0,2.0,48.0,63.0,2.0,1.0,0.0,0.0,110.0,RWithError,0.0,33.0,Timeout,10.1085366378,0.0,2.0,26.9681329548,10.3255142927,31.1549219478,30.1462523192,27.7182924054,30.1085366378,0.426329131652,31.117774502,8.94753836317,6.79899645233,8.54491234059,9.08680611875,8.60773256138,8.47565719217,9.0337462105,10.1317198706,defunctionalization:RWithError:WP_parameter eval_2,Az3yaZ4v,A3zZvya4,4ayvZz3A,0.426329131652,Valid,57.9657541913,Valid,0.426329131652,Valid,0.426329131652,Valid,29.1960416615
defunctionalization:RWithError:WP_parameter interpret,Valid,0.152075264114,Valid,0.159811501429,Valid,0.143770704519,Valid,0.174722127833,Failure,5.20734500364,Valid,0.155528861823,Valid,0.157987664913,0.0,0.0,1.4,0.0,5.0,5.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,5.0,WP_parameter interpret,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,8.0,RWithError,0.0,2.0,Valid,0.126919919118,0.0,1.0,0.155528861823,0.143770704519,0.174722127833,25.2073450036,0.157987664913,0.126919919118,0.159811501429,0.152075264114,7.58100252892,5.57822739933,3.95441784089,1.46013596118,7.53710042793,8.6954925809,3.04230445487,6.61678441716,defunctionalization:RWithError:WP_parameter interpret,4Z3Avyaz,v3azZA4y,y4AZza3v,0.126919919118,Valid,5.38206713147,Valid,0.159811501429,Valid,0.174722127833,Valid,0.803891845991
defunctionalization:RWithError:WP_parameter recompose_underflow,Valid,0.267353776294,Valid,0.173697957065,Unknown,0.249088122474,Timeout,11.1404150976,Valid,0.17374484712,Timeout,10.1241305738,Timeout,10.127718772,4.0,0.0,1.611111,3.0,11.0,54.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,1.0,45.0,WP_parameter recompose_underflow,0.0,0.0,3.0,0.0,2.0,53.0,57.0,3.0,1.0,0.0,0.0,100.0,RWithError,0.0,36.0,Valid,0.143953638169,4.0,11.0,30.1241305738,10.2490881225,31.1404150976,0.17374484712,30.127718772,0.143953638169,0.173697957065,0.267353776294,6.28251079592,5.61313011509,7.41369888991,6.30224065934,8.02804862333,10.1355609761,10.2527802123,11.3939048484,defunctionalization:RWithError:WP_parameter recompose_underflow,Aa43yzZv,vAya3zZ4,4Zz3ayAv,0.143953638169,Valid,31.9087063422,Valid,0.173697957065,Valid,0.173697957065,Valid,6.51795806784
defunctionalization:RWithError:WP_parameter recompose_values,Timeout,11.1232440614,Valid,0.327030615,Unknown,0.282280036935,Timeout,10.9375469904,Timeout,10.1112468096,Timeout,10.12219491,Timeout,10.1446322738,4.0,0.0,1.78125,3.0,12.0,64.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,1.0,53.0,WP_parameter recompose_values,0.0,0.0,3.0,0.0,4.0,62.0,67.0,3.0,1.0,0.0,0.0,127.0,RWithError,0.0,53.0,Valid,0.194674433225,4.0,3.0,30.12219491,10.2822800369,30.9375469904,30.1112468096,30.1446322738,0.194674433225,0.327030615,31.1232440614,5.65216691074,4.67951591916,7.67838060938,6.80332535021,7.90014734251,9.7343301888,9.84819909648,12.4727185642,defunctionalization:RWithError:WP_parameter recompose_values,Aa43yzZv,vA3yzZ4a,a4Zzy3Av,0.194674433225,Valid,53.0481756971,Valid,0.327030615,Valid,0.327030615,Valid,17.8345675515
defunctionalization:RWithError:WP_parameter test,Valid,0.156391030529,Valid,0.152066406879,Valid,0.147085551917,Valid,0.156551003787,Valid,0.136004424278,Valid,0.151338599329,Valid,0.152475133077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RWithError,1.0,0.0,Valid,0.132481957837,0.0,0.0,0.151338599329,0.147085551917,0.156551003787,0.136004424278,0.152475133077,0.132481957837,0.152066406879,0.156391030529,0.125562909098,0.126624299581,0.102321889638,0.275533713793,0.206176013242,0.270720351469,0.272166248679,0.203702251023,defunctionalization:RWithError:WP_parameter test,3aAvyzZ4,vy3zAZa4,4aZAz3yv,0.132481957837,Valid,0.156551003787,Valid,0.152066406879,Valid,0.147085551917,Valid,0.148049263454
defunctionalization:RWithError:size_c_pos,Unknown,0.156168401122,Unknown,0.147748289222,Unknown,6.7061937652,Unknown,0.171364997444,Timeout,10.1064784448,Timeout,10.1655721346,Timeout,10.1578608334,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,RWithError,0.0,1.0,Timeout,10.129807158,0.0,0.0,30.1655721346,16.7061937652,10.1713649974,30.1064784448,30.1578608334,30.129807158,10.1477482892,10.1561684011,8.63711685209,8.64695951799,8.73340159041,11.636494605,11.4001699936,10.7272201488,12.0439082758,11.1248555123,defunctionalization:RWithError:size_c_pos,aA3zvy4Z,Aa43yvZz,zZvy34aA,47.7411940238,Unknown,47.7411940238,Timeout,47.888942313,Unknown,47.7411940238,Unknown,47.7411940238
defunctionalization:ReductionSemantics:WP_parameter contract,Valid,0.132063726276,Valid,0.132955695523,Valid,0.104001580289,Valid,0.161432240727,Failure,4.84055579881,Valid,0.12660055887,Valid,0.130406195111,0.0,0.0,1.833333,2.0,8.0,12.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,1.0,11.0,WP_parameter contract,0.0,0.0,1.0,0.0,0.0,14.0,14.0,2.0,1.0,0.0,0.0,29.0,ReductionSemantics,1.0,7.0,Valid,0.09283890495,4.0,0.0,0.12660055887,0.104001580289,0.161432240727,24.8405557988,0.130406195111,0.09283890495,0.132955695523,0.132063726276,3.46112495417,2.84177973201,3.78372662574,3.63077210788,4.93827249737,6.47080743383,6.22523149152,10.721580825,defunctionalization:ReductionSemantics:WP_parameter contract,Aa43yZzv,v3zZaA4y,y4AaZz3v,0.09283890495,Valid,5.00198803954,Valid,0.132955695523,Valid,0.132955695523,Valid,0.730826460815
defunctionalization:ReductionSemantics:WP_parameter decompose,Valid,0.1540077274,Valid,0.1478685383,Valid,0.128006845417,Valid,0.322065411842,Failure,5.0385204538,Valid,0.130824849,Valid,0.13892460575,3.0,0.0,2.105263,4.0,9.0,19.0,0.0,0.0,4.0,defunctionalization.mlw,0.0,2.0,14.0,WP_parameter decompose,0.0,0.0,2.0,0.0,0.0,29.0,23.0,4.0,2.0,0.0,0.0,53.0,ReductionSemantics,4.0,10.0,Valid,0.10696316114,10.0,1.0,0.130824849,0.128006845417,0.322065411842,25.0385204538,0.13892460575,0.10696316114,0.1478685383,0.1540077274,3.65533368685,3.09054154032,3.85327658741,3.8521867046,4.62792520299,9.48341659043,9.23143762396,11.7896510808,defunctionalization:ReductionSemantics:WP_parameter decompose,Aa43yZzv,v3zZAa4y,y4aAZz3v,0.10696316114,Valid,5.36058586564,Valid,0.1478685383,Valid,0.1478685383,Valid,0.791052362275
defunctionalization:ReductionSemantics:WP_parameter decompose_cont,Valid,0.1758627595,Valid,0.153807557844,Valid,0.15091662901,Timeout,11.1223118346,Valid,0.166301050944,Failure,6.579816849,Failure,5.5000341173,4.0,0.0,1.868421,4.0,11.0,38.0,0.0,0.0,3.0,defunctionalization.mlw,0.0,2.0,32.0,WP_parameter decompose_cont,0.0,0.0,1.0,1.0,1.0,43.0,42.0,4.0,2.0,0.0,0.0,85.0,ReductionSemantics,3.0,27.0,Timeout,10.0856732764,7.0,2.0,26.579816849,0.15091662901,31.1223118346,0.166301050944,25.5000341173,30.0856732764,0.153807557844,0.1758627595,4.04597641647,2.79324696263,6.0857171601,7.19028634416,7.78131284069,9.1205567043,9.24067503163,11.7645956912,defunctionalization:ReductionSemantics:WP_parameter decompose_cont,Aa34yzZv,3AyaZzv4,4vzZayA3,0.15091662901,Valid,33.4636988368,Valid,0.153807557844,Valid,0.153807557844,Valid,6.81928921478
defunctionalization:ReductionSemantics:WP_parameter decompose_term,Valid,0.229934028581,Valid,0.156161412167,Valid,0.165947818432,Timeout,11.1369734432,Unknown,0.643351372538,Valid,3.5131114174,Valid,3.3882798138,10.0,0.0,1.892308,8.0,11.0,65.0,0.0,0.0,7.0,defunctionalization.mlw,0.0,3.0,51.0,WP_parameter decompose_term,0.0,0.0,3.0,2.0,1.0,74.0,73.0,8.0,3.0,0.0,0.0,148.0,ReductionSemantics,7.0,40.0,Timeout,10.091886917,16.0,2.0,3.5131114174,0.165947818432,31.1369734432,10.6433513725,3.3882798138,30.091886917,0.156161412167,0.229934028581,6.32093262296,5.18651246466,7.5464933782,7.97345173654,8.79980811709,9.98627812404,10.0086446837,12.4955244744,defunctionalization:ReductionSemantics:WP_parameter decompose_term,Aa34yzZv,A3aZzyv4,4vyzZa3A,0.156161412167,Valid,25.3853231501,Valid,0.156161412167,Valid,0.156161412167,Valid,5.1360555202
defunctionalization:ReductionSemantics:WP_parameter eval_1,Valid,0.146925170276,Valid,0.145381549114,Valid,0.127266254278,Valid,0.181019947686,Failure,5.47884752872,Valid,0.173877699667,Valid,0.167020232167,4.0,0.0,1.695652,1.0,10.0,46.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,41.0,WP_parameter eval_1,0.0,0.0,0.0,9.0,1.0,34.0,47.0,1.0,1.0,0.0,0.0,82.0,ReductionSemantics,0.0,25.0,Timeout,10.0947962188,0.0,0.0,0.173877699667,0.127266254278,0.181019947686,25.4788475287,0.167020232167,30.0947962188,0.145381549114,0.146925170276,7.70614074134,6.50452404283,6.96612818494,6.49768118187,7.87413431106,7.70436885198,7.0860072053,8.3163301399,defunctionalization:ReductionSemantics:WP_parameter eval_1,4A3Zzayv,3AaZz4yv,vy4zZaA3,0.127266254278,Valid,15.7546636952,Valid,0.145381549114,Valid,0.181019947686,Valid,2.38172139184
defunctionalization:ReductionSemantics:WP_parameter eval_2,Valid,0.162592841516,Valid,0.155389937556,Valid,0.168350588091,Timeout,11.1212818494,Failure,6.1708847108,Timeout,10.110135569,Timeout,10.1031557038,4.0,0.0,1.711538,1.0,10.0,52.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,46.0,WP_parameter eval_2,0.0,0.0,0.0,12.0,2.0,41.0,53.0,1.0,1.0,0.0,0.0,94.0,ReductionSemantics,0.0,28.0,Timeout,10.086195191,0.0,1.0,30.110135569,0.168350588091,31.1212818494,26.1708847108,30.1031557038,30.086195191,0.155389937556,0.162592841516,7.3725685779,6.0471246557,7.19424700818,6.9655405075,7.71616746674,6.58870533308,6.50965250941,8.76978739936,defunctionalization:ReductionSemantics:WP_parameter eval_2,AZz43ayv,Aa3yvZz4,4zZvy3aA,0.155389937556,Valid,47.7600036121,Valid,0.155389937556,Valid,0.155389937556,Valid,12.0600243784
