,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.3.2,CVC3,CVC4,Yices,Z3-4.4.1,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,best,worst,best time,best result,worst time,worst result,rf time,rf result,rf no time,rf no result
mergesort_list:Elt:Trans,Valid,0.138133857769,Valid,0.150715137545,Valid,0.15049196626,Valid,0.1549012055,Valid,0.148823473299,Valid,0.145128295968,Valid,0.14595402722,0.0,0.0,2.2,0.0,5.0,5.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,1.0,3.0,Trans,0.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,12.0,Elt,0.0,6.0,Valid,0.13964782075,0.0,0.0,0.145128295968,0.15049196626,0.1549012055,0.148823473299,0.14595402722,0.13964782075,0.150715137545,0.138133857769,3.0093243214,2.71406018811,2.57765889699,3.64569643735,4.57239672736,3.2643258981,2.88270409298,3.9781518601,mergesort_list:Elt:Trans,3AZaz4vy,avzZy3A4,4A3yZzva,0.138133857769,Valid,0.1549012055,Valid,0.150715137545,Valid,0.15049196626,Valid
fibonacci:Zeckendorf:WP_parameter zeckendorf_unique,Unknown,0.499335762111,Unknown,4.2340572456,Timeout,10.107409301,Valid,0.4394250431,Timeout,10.114560142,Timeout,10.1273536186,Timeout,10.1245639628,79.0,0.0,1.697802,5.0,21.0,364.0,0.0,0.0,4.0,fibonacci.mlw,0.0,7.0,265.0,WP_parameter zeckendorf_unique,0.0,0.0,8.0,67.0,6.0,273.0,369.0,5.0,7.0,6.0,0.0,635.0,Zeckendorf,0.0,184.0,Timeout,10.1158184422,4.0,14.0,30.1273536186,30.107409301,0.4394250431,30.114560142,30.1245639628,30.1158184422,14.2340572456,10.4993357621,12.5208234394,10.0275497659,11.0304142228,12.8278462568,12.1506538743,10.4180387478,10.8104901764,11.7936436106,fibonacci:Zeckendorf:WP_parameter zeckendorf_unique,AzZ3vya4,4aA3yvZz,zZvy3Aa4,0.4394250431,Valid,55.7625235174,Valid,56.7625235174,Valid,55.7625235174,Valid
hackers-delight:Hackers_delight:DM2,Timeout,11.1078051466,Timeout,10.1189294872,Unknown,0.519015255,Valid,0.155166774641,Unknown,0.306243562294,Failure,4.8095992502,Valid,0.12917446242,0.0,0.0,1.666667,0.0,5.0,6.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,6.0,DM2,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,11.0,Hackers_delight,0.0,4.0,Unknown,0.148315146625,0.0,0.0,24.8095992502,10.519015255,0.155166774641,10.3062435623,0.12917446242,10.1483151466,30.1189294872,31.1078051466,13.6107085137,13.0536788844,11.0507930321,2.15356466678,10.3354350075,11.4615521268,4.15080124277,10.2279534954,hackers-delight:Hackers_delight:DM2,4Zvy3zAa,Z4vy3zAa,aAz3yv4Z,0.12917446242,Valid,27.1650746226,Valid,1.15516677464,Valid,0.155166774641,Valid
bellman_ford:Graph:long_path_decomposition_pigeon1,Valid,7.4126538752,Valid,1.025035813,Timeout,10.130338811,Timeout,10.2016001278,Timeout,10.1835780188,Failure,10.1830422574,Failure,10.1724324126,0.0,0.0,1.666667,0.0,8.0,12.0,0.0,0.0,0.0,bellman_ford.mlw,0.0,2.0,8.0,long_path_decomposition_pigeon1,0.0,0.0,3.0,0.0,0.0,10.0,12.0,0.0,2.0,1.0,0.0,21.0,Graph,0.0,7.0,Timeout,10.1261168016,0.0,3.0,30.1830422574,30.130338811,30.2016001278,30.1835780188,30.1724324126,30.1261168016,1.025035813,7.4126538752,9.21488201409,7.50237618495,7.65933598259,7.55361032858,10.5461284216,9.16694848835,8.79050347949,10.4875073607,bellman_ford:Graph:long_path_decomposition_pigeon1,A43Zzavy,Aav3Zzy4,4yzZ3vaA,1.025035813,Valid,68.4097623044,Valid,2.025035813,Valid,1.025035813,Valid
euler002:Solve:WP_parameter run,Valid,0.108047352875,Valid,0.10293946324,Valid,0.0867758404167,Valid,0.104123246212,Valid,0.0868710585082,Valid,0.0952280484,Valid,0.0902377746,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,euler002.mlw,0.0,0.0,1.0,WP_parameter run,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,Solve,0.0,0.0,Valid,0.07321028874,0.0,0.0,0.0952280484,0.0867758404167,0.104123246212,0.0868710585082,0.0902377746,0.07321028874,0.10293946324,0.108047352875,0.327029692208,0.322711212695,0.0904217549398,0.514799050186,0.375812835063,0.512255663429,0.513514243254,0.372444142737,euler002:Solve:WP_parameter run,3AavyzZ4,v3yZzA4a,a4AzZy3v,0.07321028874,Valid,0.108047352875,Valid,0.10293946324,Valid,0.0867758404167,Valid
sudoku:Solver:full_up_to_change,Valid,0.4528265424,Valid,0.27097566655,Valid,0.256835002882,Valid,0.2526885772,Valid,0.242206613818,Valid,0.2417989364,Valid,0.2489353124,2.0,0.0,2.090909,0.0,6.0,11.0,0.0,0.0,0.0,sudoku.mlw,0.0,1.0,7.0,full_up_to_change,0.0,0.0,2.0,3.0,0.0,12.0,11.0,0.0,1.0,0.0,0.0,24.0,Solver,0.0,9.0,Unknown,0.518665100036,0.0,0.0,0.2417989364,0.256835002882,0.2526885772,0.242206613818,0.2489353124,10.5186651,0.27097566655,0.4528265424,5.57551253187,4.62818676525,5.24783105201,5.67976118262,8.53388145703,7.28875282127,7.18802030261,6.22050221021,sudoku:Solver:full_up_to_change,A3a4vZzy,zyZ43Aav,vaA34Zyz,0.2417989364,Valid,0.971491642436,Valid,0.27097566655,Valid,0.27097566655,Valid
induction:LemmaFunction1:WP_parameter ind,Valid,0.0877161846552,Valid,0.089740621,Valid,0.063432103989,Timeout,10.0737772116,Valid,0.05996785826,Valid,0.083738761878,Valid,0.0823243527581,3.0,0.0,2.066667,0.0,9.0,15.0,0.0,0.0,0.0,induction.mlw,0.0,1.0,9.0,WP_parameter ind,1.0,0.0,2.0,5.0,1.0,15.0,16.0,1.0,1.0,0.0,0.0,32.0,LemmaFunction1,0.0,10.0,Valid,0.05934931399,0.0,0.0,0.083738761878,0.063432103989,30.0737772116,0.05996785826,0.0823243527581,0.05934931399,0.089740621,0.0877161846552,4.76370583483,3.94623466452,3.86255231566,6.3159263321,7.7374029163,5.52742809276,5.44044688573,6.92483944771,induction:LemmaFunction1:WP_parameter ind,3AaZz4vy,vy3ZzaA4,4AazZ3yv,0.05934931399,Valid,10.1635178326,Valid,0.089740621,Valid,0.063432103989,Valid
there_and_back_again:Convolution:WP_parameter convolution,Valid,0.117546896053,Valid,0.117998331775,Unknown,0.303063579091,Valid,0.144858468316,Valid,0.117986282364,Valid,0.1224142108,Valid,0.132371239625,3.0,0.0,1.772727,0.0,12.0,22.0,0.0,1.0,0.0,there_and_back_again.mlw,0.0,2.0,17.0,WP_parameter convolution,0.0,0.0,2.0,0.0,0.0,15.0,22.0,0.0,3.0,0.0,0.0,40.0,Convolution,0.0,15.0,Valid,0.0985366775588,0.0,0.0,0.1224142108,10.3030635791,0.144858468316,0.117986282364,0.132371239625,0.0985366775588,0.117998331775,0.117546896053,7.74051131365,6.75632853982,6.76121552909,5.23930395211,9.47726087106,7.30703541874,6.57781853751,8.59038261489,there_and_back_again:Convolution:WP_parameter convolution,4ZA3zavy,vayAzZ43,34ZzAyav,0.0985366775588,Valid,0.447922047407,Valid,0.117998331775,Valid,0.144858468316,Valid
maximum_subarray:Algo3:WP_parameter maximum_subarray_rec,Timeout,11.1831510258,Timeout,10.2047248968,Timeout,10.1752766116,Timeout,11.2029453834,Timeout,10.1713367752,Timeout,10.210150264,Timeout,10.2155935552,372.0,0.0,2.222045,0.0,57.0,1252.0,0.0,0.0,0.0,maximum_subarray.mlw,0.0,116.0,731.0,WP_parameter maximum_subarray_rec,16.0,0.0,125.0,82.0,24.0,1399.0,1268.0,16.0,116.0,0.0,0.0,2783.0,Algo3,0.0,1317.0,Timeout,10.1893846932,0.0,0.0,30.210150264,30.1752766116,31.2029453834,30.1713367752,30.2155935552,30.1893846932,30.2047248968,31.1831510258,13.8573777474,11.4330247343,10.7508393394,14.2824666263,13.6366615018,10.2572788309,10.5371443378,13.575501174,maximum_subarray:Algo3:WP_parameter maximum_subarray_rec,zZ3Avya4,y3vAzZa4,4aZzAv3y,83.5525632052,Timeout,83.5525632052,Timeout,84.5525632052,Timeout,83.5525632052,Timeout
topological_sorting:Online_Basic:WP_parameter create,Valid,0.123353573356,Valid,0.12781059156,Valid,0.155415695318,Valid,0.163679737737,Timeout,10.0922580306,Valid,0.134462221716,Valid,0.133245909266,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,topological_sorting.mlw,0.0,2.0,4.0,WP_parameter create,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,11.0,Online_Basic,0.0,3.0,Valid,0.110766332548,0.0,0.0,0.134462221716,0.155415695318,0.163679737737,30.0922580306,0.133245909266,0.110766332548,0.12781059156,0.123353573356,6.6753887705,6.16395530571,5.84877618029,7.46744660741,8.2483938777,6.84554116127,7.69978950865,7.81442578624,topological_sorting:Online_Basic:WP_parameter create,3Aaz4Zvy,vaAZz34y,y43zZAav,0.110766332548,Valid,10.2559377683,Valid,0.12781059156,Valid,0.155415695318,Valid
vstte12_tree_reconstruction:TreeReconstruction:WP_parameter build,Unknown,0.163453064,Unknown,0.13568637064,Timeout,10.1837445816,Timeout,11.135236641,Failure,8.609037572,Valid,0.218341905,Valid,0.219803713,1.0,0.0,2.105263,1.0,10.0,19.0,0.0,0.0,0.0,vstte12_tree_reconstruction.mlw,0.0,5.0,13.0,WP_parameter build,0.0,0.0,2.0,5.0,0.0,20.0,20.0,1.0,5.0,3.0,0.0,44.0,TreeReconstruction,0.0,13.0,Timeout,10.1193054956,1.0,1.0,0.218341905,30.1837445816,31.135236641,28.609037572,0.219803713,30.1193054956,10.1356863706,10.163453064,3.65156176275,3.10230064273,4.05606165882,5.10139616415,5.52654420052,8.11559481501,7.95177264853,9.86620850716,vstte12_tree_reconstruction:TreeReconstruction:WP_parameter build,Aa34yZzv,zZAayv34,43vyaAZz,0.218341905,Valid,40.5662674378,Valid,30.5826483129,Valid,30.4469619422,Valid
queens_bv:Solution:partial_solution_eq_prefix,Valid,0.144122006444,Valid,0.142553682467,Valid,0.140233679842,Valid,0.13549230821,Valid,0.121300702526,Valid,0.124591224143,Valid,0.131002580517,0.0,0.0,2.4,0.0,5.0,5.0,0.0,0.0,0.0,queens_bv.mlw,0.0,1.0,3.0,partial_solution_eq_prefix,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,13.0,Solution,0.0,7.0,Valid,0.121454184167,0.0,0.0,0.124591224143,0.140233679842,0.13549230821,0.121300702526,0.131002580517,0.121454184167,0.142553682467,0.144122006444,2.86481546401,2.42805358373,2.40497781105,3.42447374054,4.7228627786,3.25999356616,2.65588912465,3.94623436604,queens_bv:Solution:partial_solution_eq_prefix,3AZaz4vy,yvzZ43Aa,aA34Zzvy,0.121300702526,Valid,0.144122006444,Valid,0.142553682467,Valid,0.140233679842,Valid
verifythis_fm2012_LRS:LRS:WP_parameter lrs,Timeout,11.1676793506,Unknown,0.276785203619,Timeout,10.1540418886,Timeout,10.247066523,Timeout,10.1523452926,Timeout,10.1592141978,Timeout,10.1596482202,124.0,0.0,2.150289,0.0,44.0,346.0,0.0,2.0,0.0,verifythis_fm2012_LRS.mlw,0.0,22.0,183.0,WP_parameter lrs,1.0,0.0,25.0,58.0,3.0,374.0,347.0,1.0,24.0,11.0,0.0,745.0,LRS,0.0,316.0,Timeout,10.1500480238,0.0,0.0,30.1592141978,30.1540418886,30.247066523,30.1523452926,30.1596482202,30.1500480238,10.2767852036,31.1676793506,12.5642527939,9.27276048674,12.2833626751,12.6372964697,12.6486803859,7.9855611602,7.97670390205,12.7835783118,verifythis_fm2012_LRS:LRS:WP_parameter lrs,ZzA3a4yv,Avy3zZ4a,a4Zz3yvA,72.4668287002,Unknown,72.4668287002,Timeout,72.7436139038,Timeout,72.4668287002,Timeout
bitvector_examples:Hackers_delight_mod:WP_parameter sr1,Timeout,11.127242093,Timeout,10.1501875556,Timeout,10.1334223378,Valid,0.166352102536,Unknown,0.36726752156,Failure,8.3830367554,Valid,0.160515821462,1.0,0.0,1.6875,0.0,9.0,16.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,14.0,WP_parameter sr1,0.0,0.0,1.0,3.0,0.0,12.0,16.0,0.0,1.0,0.0,0.0,28.0,Hackers_delight_mod,0.0,8.0,Unknown,0.153043886733,0.0,1.0,28.3830367554,30.1334223378,0.166352102536,10.3672675216,0.160515821462,10.1530438867,30.1501875556,31.127242093,7.37035928651,6.36190346257,6.02562012216,5.241457841,7.22219944585,6.9703668801,6.57508979387,8.46845095173,bitvector_examples:Hackers_delight_mod:WP_parameter sr1,43AZzyav,Z4vyz3Aa,aA3zyv4Z,0.160515821462,Valid,40.4805522526,Valid,1.16635210254,Valid,0.166352102536,Valid
hackers-delight:Hackers_delight:IE4,Timeout,11.111459719,Timeout,10.1243326948,Valid,0.392153795143,Valid,0.1600398688,Unknown,0.301428951857,Failure,4.873624392,Timeout,10.1419101824,1.0,0.0,2.0,0.0,7.0,10.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,7.0,IE4,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,21.0,Hackers_delight,0.0,10.0,Unknown,0.15130017599,0.0,0.0,24.873624392,0.392153795143,0.1600398688,10.3014289519,30.1419101824,10.151300176,30.1243326948,31.111459719,10.7204970955,10.1643058965,11.6260295261,2.87676688114,9.31804489506,8.78471197667,4.17825050628,9.10573935725,hackers-delight:Hackers_delight:IE4,4ZzvyAa3,43vyzAZa,aZAzyv34,0.1600398688,Valid,37.0962099112,Valid,1.1600398688,Valid,0.1600398688,Valid
selection_sort:SelectionSort:WP_parameter test1,Valid,0.133917876259,Valid,0.139899337159,Valid,0.133872408453,Valid,0.15428016122,Valid,0.127033700667,Valid,0.15550672322,Valid,0.149077827913,11.0,0.0,2.176471,0.0,13.0,34.0,0.0,0.0,0.0,selection_sort.mlw,0.0,4.0,19.0,WP_parameter test1,0.0,0.0,4.0,22.0,0.0,37.0,34.0,0.0,4.0,0.0,0.0,75.0,SelectionSort,0.0,15.0,Valid,0.102466149,0.0,0.0,0.15550672322,0.133872408453,0.15428016122,0.127033700667,0.149077827913,0.102466149,0.139899337159,0.133917876259,0.466576494877,0.408751652107,0.306029362696,0.561486769113,1.03436757492,0.253480353243,0.22496011933,2.71997302312,selection_sort:SelectionSort:WP_parameter test1,Zz3Aa4yv,vy3aAZ4z,z4ZAa3yv,0.102466149,Valid,0.15550672322,Valid,0.139899337159,Valid,0.149077827913,Valid
random_access_list:RandomAccessListWithSeq:WP_parameter tail,Valid,2.147797974,Valid,0.459482886333,Failure,5.9091299676,Timeout,10.200235517,Timeout,10.1434621296,Timeout,10.1464665454,Timeout,10.1328222148,4.0,0.0,1.744186,2.0,14.0,43.0,0.0,0.0,2.0,random_access_list.mlw,0.0,3.0,36.0,WP_parameter tail,0.0,0.0,3.0,9.0,0.0,38.0,45.0,2.0,3.0,0.0,0.0,84.0,RandomAccessListWithSeq,0.0,23.0,Unknown,0.1101736954,2.0,2.0,30.1464665454,25.9091299676,30.200235517,30.1434621296,30.1328222148,10.1101736954,0.459482886333,2.147797974,6.778701624,5.40970965651,7.20067193501,7.15040021381,7.38129066743,8.82787661289,9.21647307549,9.8293855583,random_access_list:RandomAccessListWithSeq:WP_parameter tail,Aa43yzZv,Aav3Zyz4,4zyZ3vaA,0.459482886333,Valid,48.7900880438,Valid,0.459482886333,Valid,0.459482886333,Valid
verifythis_fm2012_LRS:SuffixSort_test:WP_parameter bench,Valid,0.960892878,Valid,0.198405077217,Valid,0.1924406967,Valid,0.238779618789,Valid,0.191966263256,Valid,0.191675085038,Valid,0.203175339487,55.0,0.0,2.138298,0.0,37.0,188.0,0.0,0.0,0.0,verifythis_fm2012_LRS.mlw,0.0,17.0,106.0,WP_parameter bench,0.0,0.0,26.0,96.0,1.0,198.0,188.0,0.0,17.0,0.0,0.0,403.0,SuffixSort_test,0.0,102.0,Timeout,10.1333595006,0.0,0.0,0.191675085038,0.1924406967,0.238779618789,0.191966263256,0.203175339487,30.1333595006,0.198405077217,0.960892878,9.52411104907,5.95047565835,6.02687816257,7.30266612018,9.38144204223,5.99344019042,6.04779700792,11.8134367439,verifythis_fm2012_LRS:SuffixSort_test:WP_parameter bench,Az3Z4yav,zy3AZ4av,va4ZA3yz,0.191675085038,Valid,11.0942523786,Valid,0.198405077217,Valid,0.198405077217,Valid
vstte12_tree_reconstruction:ZipperBased:map_leaf_only_leaf,Unknown,0.212818163692,Unknown,0.18407024575,Unknown,0.289745271531,Timeout,11.1493757794,Timeout,10.126244233,Timeout,10.1179086838,Timeout,10.112871356,0.0,0.0,1.5,0.0,4.0,2.0,0.0,0.0,0.0,vstte12_tree_reconstruction.mlw,0.0,1.0,2.0,map_leaf_only_leaf,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,ZipperBased,0.0,1.0,Timeout,10.1255386286,0.0,0.0,30.1179086838,10.2897452715,31.1493757794,30.126244233,30.112871356,30.1255386286,10.1840702458,10.2128181637,9.03493407595,8.52137630132,8.12538958663,7.75453541835,9.99301604559,10.6495339269,8.46628090714,10.0954910897,vstte12_tree_reconstruction:ZipperBased:map_leaf_only_leaf,43ZAayvz,Aa3Zzvy4,4yvzZ3aA,52.3185723618,Unknown,52.3185723618,Timeout,52.5026426075,Timeout,52.3185723618,Timeout
tree_height:HeightStack:sizes_nonneg,Unknown,0.1066885446,Unknown,0.125552473333,Unknown,1.2181345514,Unknown,0.1325655296,Unknown,0.111440256327,Timeout,10.1152671166,Timeout,10.1080578828,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,tree_height.mlw,0.0,1.0,2.0,sizes_nonneg,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,HeightStack,0.0,1.0,Timeout,10.1445350704,0.0,0.0,30.1152671166,11.2181345514,10.1325655296,10.1114402563,30.1080578828,30.1445350704,10.1255524733,10.1066885446,8.52739355967,8.51493603267,8.47902513181,10.5081596165,11.0036205028,10.1527627381,9.85894509089,11.3248652875,tree_height:HeightStack:sizes_nonneg,3AaZz4yv,ayA43Zzv,vzZ34Aya,32.0622414251,Unknown,32.0622414251,Timeout,32.1877938984,Unknown,32.0622414251,Unknown
hackers-delight:Hackers_delight:RS_right,Timeout,11.1249823076,Timeout,10.1239382558,Timeout,10.123879102,Valid,0.153701153583,Unknown,0.307588474429,Failure,4.8183318614,Valid,0.132984066378,0.0,0.0,1.625,0.0,6.0,8.0,0.0,0.0,0.0,hackers-delight.mlw,0.0,1.0,8.0,RS_right,0.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,14.0,Hackers_delight,0.0,3.0,Unknown,0.142425151907,0.0,1.0,24.8183318614,30.123879102,0.153701153583,10.3075884744,0.132984066378,10.1424251519,30.1239382558,31.1249823076,13.516283003,12.9869132236,11.7554893151,1.23008579505,10.0392573706,10.4110131896,2.12421990642,9.83785376541,hackers-delight:Hackers_delight:RS_right,4Zvyz3Aa,Z4vyz3Aa,aA3zyv4Z,0.132984066378,Valid,36.7948463067,Valid,1.15370115358,Valid,0.153701153583,Valid
same_fringe:Test:WP_parameter test3,Valid,0.109278880634,Valid,0.11682787918,Valid,0.09431990988,Valid,0.118756053,Valid,0.0914914078421,Valid,0.112744662929,Valid,0.11346978577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,same_fringe.mlw,0.0,0.0,0.0,WP_parameter test3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Test,1.0,0.0,Valid,0.08881463705,0.0,0.0,0.112744662929,0.09431990988,0.118756053,0.0914914078421,0.11346978577,0.08881463705,0.11682787918,0.109278880634,0.172429784059,0.171775069407,0.111921691717,0.420161613325,0.338431200258,0.415043047436,0.41627073331,0.308849054095,same_fringe:Test:WP_parameter test3,3AavyzZ4,vy3azZA4,4AZza3yv,0.08881463705,Valid,0.118756053,Valid,0.11682787918,Valid,0.09431990988,Valid
verifythis_fm2012_LRS:SuffixArray:WP_parameter create,Valid,0.44167744315,Valid,0.20497905312,Valid,0.424568159388,Valid,0.349110042844,Valid,0.195614646536,Valid,0.212324018086,Valid,0.21975886275,29.0,0.0,2.2,0.0,24.0,105.0,0.0,0.0,0.0,verifythis_fm2012_LRS.mlw,0.0,12.0,59.0,WP_parameter create,0.0,0.0,15.0,26.0,2.0,115.0,105.0,0.0,12.0,0.0,0.0,232.0,SuffixArray,0.0,89.0,Timeout,10.1265198864,0.0,0.0,0.212324018086,0.424568159388,0.349110042844,0.195614646536,0.21975886275,30.1265198864,0.20497905312,0.44167744315,10.2226920424,7.54322594854,7.01530176622,8.4949851051,9.82352114874,8.40416596619,8.41703190636,10.6977864356,verifythis_fm2012_LRS:SuffixArray:WP_parameter create,3AzZ4yav,yAzZ43av,va34ZzAy,0.195614646536,Valid,10.5681973296,Valid,0.20497905312,Valid,0.424568159388,Valid
vacid_0_sparse_array:SparseArray:WP_parameter get,Valid,0.253302656723,Valid,0.150583560564,Valid,0.1409299121,Valid,0.164813259588,Valid,0.125992508265,Valid,0.14996562952,Valid,0.1477938812,17.0,0.0,2.084746,0.0,14.0,59.0,0.0,0.0,0.0,vacid_0_sparse_array.mlw,0.0,3.0,38.0,WP_parameter get,1.0,1.0,3.0,9.0,1.0,63.0,61.0,2.0,3.0,0.0,0.0,124.0,SparseArray,0.0,51.0,Valid,0.11505840658,0.0,3.0,0.14996562952,0.1409299121,0.164813259588,0.125992508265,0.1477938812,0.11505840658,0.150583560564,0.253302656723,4.88853391396,3.77947863262,3.81107554359,6.65035389532,5.59608286517,4.41183855375,4.33934788996,6.93091992897,vacid_0_sparse_array:SparseArray:WP_parameter get,A3Zzay4v,vy3ZzA4a,a4AzZ3yv,0.11505840658,Valid,0.253302656723,Valid,0.150583560564,Valid,0.150583560564,Valid
vstte10_queens:NQueens:WP_parameter test8,Valid,0.165832854107,Valid,0.166783012526,Valid,0.168142583415,Valid,0.169369852489,Valid,0.167523349,Valid,0.16459362317,Valid,0.1691222188,4.0,0.0,2.142857,0.0,10.0,14.0,0.0,0.0,0.0,vstte10_queens.mlw,0.0,2.0,8.0,WP_parameter test8,0.0,0.0,2.0,8.0,0.0,15.0,14.0,0.0,2.0,0.0,0.0,31.0,NQueens,0.0,7.0,Valid,0.162803919642,0.0,0.0,0.16459362317,0.168142583415,0.169369852489,0.167523349,0.1691222188,0.162803919642,0.166783012526,0.165832854107,2.34954637297,1.86007945995,1.36053007728,1.82165833258,2.75103727375,2.17056997826,1.95028693801,2.26636327994,vstte10_queens:NQueens:WP_parameter test8,34AZzvay,vzaAy3Z4,4Z3yAazv,0.162803919642,Valid,0.169369852489,Valid,0.166783012526,Valid,0.168142583415,Valid
bitvector_examples:Test_from_bitvector_example:to_int_0x000000FF,Valid,0.275943633571,Valid,0.199537678831,Valid,0.7474709174,Valid,0.157751951077,Unknown,0.341153726714,Failure,5.512565509,Valid,0.156014998118,0.0,0.0,1.2,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,0.0,5.0,to_int_0x000000FF,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,7.0,Test_from_bitvector_example,0.0,0.0,Unknown,0.171016222722,0.0,1.0,25.512565509,0.7474709174,0.157751951077,10.3411537267,0.156014998118,10.1710162227,0.199537678831,0.275943633571,1.12790687803,1.02961258238,0.711490231256,0.158112413981,10.2917034134,10.8898680939,0.157087225935,10.0064700858,bitvector_examples:Test_from_bitvector_example:to_int_0x000000FF,Z43Aavyz,Z4Aa3vyz,zyv3aA4Z,0.156014998118,Valid,6.77220637584,Valid,0.199537678831,Valid,0.156014998118,Valid
bitvector_examples:Hackers_delight_mod:WP_parameter dm5,Timeout,11.1460608032,Timeout,10.150525399,Unknown,0.84134204223,Valid,0.156883520222,Unknown,0.342645500531,Failure,5.586304342,Valid,0.160854547741,0.0,0.0,1.6,0.0,5.0,5.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,5.0,WP_parameter dm5,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,9.0,Hackers_delight_mod,0.0,2.0,Unknown,0.2109583448,0.0,0.0,25.586304342,10.8413420422,0.156883520222,10.3426455005,0.160854547741,10.2109583448,30.150525399,31.1460608032,9.43572942294,8.80502086952,7.60339353619,2.35493526592,8.85149664008,9.59915302581,5.19883715082,7.98083848867,bitvector_examples:Hackers_delight_mod:WP_parameter dm5,4Z3vAyaz,4Zvy3zAa,aAz3yvZ4,0.156883520222,Valid,28.4386909795,Valid,1.15688352022,Valid,0.156883520222,Valid
vacid_0_sparse_array:SparseArray:WP_parameter set,Unknown,0.725162644212,Unknown,0.198463913014,Timeout,10.1373306368,Valid,1.09050217511,Valid,2.0193632678,Valid,0.18535968704,Valid,0.187882505962,48.0,0.0,2.08982,0.0,32.0,167.0,0.0,0.0,0.0,vacid_0_sparse_array.mlw,0.0,11.0,102.0,WP_parameter set,1.0,1.0,11.0,24.0,3.0,175.0,169.0,2.0,11.0,3.0,0.0,350.0,SparseArray,0.0,146.0,Timeout,10.1106200984,0.0,5.0,0.18535968704,30.1373306368,1.09050217511,2.0193632678,0.187882505962,30.1106200984,10.198463913,10.7251626442,10.4363684094,7.12423564238,9.61680507493,11.8584301889,11.2990543082,9.37760464255,9.35548304574,11.740447687,vacid_0_sparse_array:SparseArray:WP_parameter set,AZz3ayv4,zZ4yAav3,3vaAy4Zz,0.18535968704,Valid,23.1909405602,Valid,0.58481033199,Valid,0.386346418976,Valid
bitvector_examples:Hackers_delight_mod:WP_parameter bp1,Timeout,11.1303034144,Timeout,10.149608548,Unknown,0.8714320576,Valid,0.164650700529,Unknown,0.333371953929,Failure,5.43609586079,Valid,0.1733617542,5.0,0.0,2.058824,0.0,8.0,17.0,0.0,0.0,0.0,bitvector_examples.mlw,0.0,1.0,11.0,WP_parameter bp1,0.0,0.0,1.0,0.0,0.0,18.0,17.0,0.0,1.0,0.0,0.0,36.0,Hackers_delight_mod,0.0,18.0,Unknown,0.174258236725,0.0,0.0,25.4360958608,10.8714320576,0.164650700529,10.3333719539,0.1733617542,10.1742582367,30.149608548,31.1303034144,9.53515586174,8.64539434518,9.63652162272,3.49274472142,9.51667225496,8.49384134986,4.61082456975,9.31429685483,bitvector_examples:Hackers_delight_mod:WP_parameter bp1,4ZzAvya3,4Zvy3zAa,aAz3yvZ4,0.164650700529,Valid,28.2684318256,Valid,1.16465070053,Valid,0.164650700529,Valid
